work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,MI,FT,Data Engineer,125000,USD,125000,US,100,US,M
2023,SE,FT,Data Engineer,196900,USD,196900,US,100,US,M
2023,SE,FT,Data Engineer,186700,USD,186700,US,100,US,M
2023,SE,FT,Data Scientist,260000,USD,260000,US,0,US,M
2023,SE,FT,Data Scientist,192000,USD,192000,US,0,US,M
2023,MI,FT,Data Engineer,205600,USD,205600,US,0,US,L
2023,MI,FT,Data Engineer,105700,USD,105700,US,0,US,L
2023,MI,FT,Data Analyst,75000,USD,75000,US,0,US,M
2023,SE,FT,Other,230000,USD,230000,US,0,US,M
2023,SE,FT,Other,140000,USD,140000,US,0,US,M
2023,EN,FT,Data Manager,149800,USD,149800,US,0,US,M
2023,EN,FT,Data Manager,85600,USD,85600,US,0,US,M
2023,SE,FT,Data Scientist,218000,USD,218000,US,0,US,M
2023,SE,FT,Data Scientist,152600,USD,152600,US,0,US,M
2023,MI,FT,Business Intelligence Engineer,185000,USD,185000,US,0,US,M
2023,MI,FT,Business Intelligence Engineer,165000,USD,165000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,224880,USD,224880,US,0,US,M
2023,SE,FT,Machine Learning Engineer,121500,USD,121500,US,0,US,M
2023,SE,FT,Data Analyst,129000,USD,129000,US,0,US,M
2023,SE,FT,Data Analyst,46200,USD,46200,US,0,US,M
2023,SE,FT,Data Scientist,272400,USD,272400,US,0,US,M
2023,SE,FT,Data Scientist,155600,USD,155600,US,0,US,M
2023,MI,FT,Machine Learning Scientist,750000,USD,750000,US,0,US,M
2023,MI,FT,Machine Learning Scientist,150000,USD,150000,US,0,US,M
2023,EN,FT,Data Analyst,115000,USD,115000,US,0,US,M
2023,EN,FT,Data Analyst,95000,USD,95000,US,0,US,M
2023,MI,FT,Machine Learning Engineer,750000,USD,750000,US,0,US,M
2023,MI,FT,Machine Learning Engineer,150000,USD,150000,US,0,US,M
2023,SE,FT,Other,351000,USD,351000,US,0,US,M
2023,SE,FT,Other,171000,USD,171000,US,0,US,M
2023,SE,FT,Other,272000,USD,272000,US,0,US,M
2023,SE,FT,Other,170000,USD,170000,US,0,US,M
2023,SE,FT,Data Scientist,176000,USD,176000,US,0,US,M
2023,SE,FT,Data Scientist,158000,USD,158000,US,0,US,M
2023,SE,FT,Data Analyst,135000,USD,135000,US,100,US,M
2023,SE,FT,Data Analyst,125000,USD,125000,US,100,US,M
2023,MI,FT,Data Science,110000,USD,110000,US,0,US,M
2023,MI,FT,Data Science,80000,USD,80000,US,0,US,M
2023,SE,FT,ML Engineer,270000,USD,270000,US,100,US,M
2023,SE,FT,ML Engineer,232200,USD,232200,US,100,US,M
2023,MI,FT,Data Scientist,107000,USD,107000,US,100,US,M
2023,MI,FT,Data Scientist,87300,USD,87300,US,100,US,M
2023,SE,FT,ML Engineer,230000,USD,230000,US,0,US,M
2023,SE,FT,ML Engineer,140000,USD,140000,US,0,US,M
2023,MI,FT,Data Analyst,85000,USD,85000,US,100,US,M
2023,MI,FT,Data Analyst,61800,USD,61800,US,100,US,M
2023,SE,FT,Data Engineer,300000,USD,300000,US,100,US,M
2023,SE,FT,Data Engineer,195000,USD,195000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
2023,MI,FT,Data Analyst,107500,USD,107500,US,0,US,M
2023,MI,FT,Data Analyst,96750,USD,96750,US,0,US,M
2023,MI,FT,Business Intelligence Analyst,153800,USD,153800,US,100,US,M
2023,MI,FT,Business Intelligence Analyst,96000,USD,96000,US,100,US,M
2023,SE,FT,Data Scientist,204500,USD,204500,US,0,US,M
2023,SE,FT,Data Scientist,142200,USD,142200,US,0,US,M
2023,SE,FT,Data Engineer,190100,USD,190100,US,100,US,M
2023,SE,FT,Data Engineer,131414,USD,131414,US,100,US,M
2023,SE,FT,Research Scientist,195500,USD,195500,US,100,US,M
2023,SE,FT,Research Scientist,141300,USD,141300,US,100,US,M
2023,SE,FT,Research Scientist,165500,USD,165500,US,100,US,M
2023,SE,FT,Research Scientist,119600,USD,119600,US,100,US,M
2023,SE,FT,Research Scientist,235000,USD,235000,US,100,US,M
2023,SE,FT,Research Scientist,169900,USD,169900,US,100,US,M
2023,MI,FT,Data Science,235000,USD,235000,US,100,US,M
2023,MI,FT,Data Science,169900,USD,169900,US,100,US,M
2023,SE,FT,Machine Learning Scientist,200000,USD,200000,US,0,US,M
2023,SE,FT,Machine Learning Scientist,135000,USD,135000,US,0,US,M
2023,SE,FT,Data Analyst,210000,USD,210000,US,100,US,M
2023,SE,FT,Data Analyst,151800,USD,151800,US,100,US,M
2023,SE,FT,Analytics Engineer,215500,USD,215500,US,100,US,M
2023,SE,FT,Analytics Engineer,155800,USD,155800,US,100,US,M
2023,SE,FT,Data Scientist,305600,USD,305600,US,0,US,M
2023,SE,FT,Data Scientist,188200,USD,188200,US,0,US,M
2023,SE,FT,Data Engineer,180500,USD,180500,US,0,US,M
2023,SE,FT,Data Engineer,96200,USD,96200,US,0,US,M
2023,EN,FT,Data Analyst,75000,USD,75000,US,0,US,M
2023,EN,FT,Data Analyst,47500,USD,47500,US,0,US,M
2023,SE,FT,Data Scientist,201700,USD,201700,US,0,US,M
2023,SE,FT,Data Scientist,146600,USD,146600,US,0,US,M
2023,MI,FT,Data Engineer,133000,USD,133000,US,0,US,M
2023,MI,FT,Data Engineer,58400,USD,58400,US,0,US,M
2023,SE,FT,Other,120000,USD,120000,Other,50,Other,L
2023,SE,FT,Data Manager,144300,USD,144300,US,100,US,M
2023,SE,FT,Data Manager,104800,USD,104800,US,100,US,M
2023,SE,FT,Other,115920,USD,115920,US,0,US,M
2023,SE,FT,Other,84000,USD,84000,US,0,US,M
2023,SE,FT,Data Analyst,146850,USD,146850,US,0,US,M
2023,SE,FT,Data Analyst,106800,USD,106800,US,0,US,M
2023,EN,FT,Data Engineer,75000,GBP,92280,GB,0,GB,M
2023,EN,FT,Data Engineer,65000,GBP,79976,GB,0,GB,M
2023,MI,FT,Data Analyst,133000,USD,133000,US,0,US,M
2023,MI,FT,Data Analyst,58300,USD,58300,US,0,US,M
2023,SE,FT,Data Science,137300,USD,137300,US,0,US,M
2023,SE,FT,Data Science,59200,USD,59200,US,0,US,M
2023,MI,FT,Data Engineer,165000,USD,165000,US,0,US,M
2023,MI,FT,Data Engineer,147500,USD,147500,US,0,US,M
2023,SE,FT,Data Scientist,130410,USD,130410,US,0,US,M
2023,SE,FT,Data Scientist,92000,USD,92000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,156150,USD,156150,US,100,US,M
2023,SE,FT,Machine Learning Engineer,113400,USD,113400,US,100,US,M
2023,SE,FT,Data Scientist,226000,USD,226000,US,100,US,M
2023,SE,FT,Data Scientist,211000,USD,211000,US,100,US,M
2023,SE,FT,Data Scientist,197500,USD,197500,US,0,US,M
2023,SE,FT,Data Scientist,132500,USD,132500,US,0,US,M
2023,MI,FT,Data Analyst,109000,USD,109000,US,0,US,M
2023,MI,FT,Data Analyst,62000,USD,62000,US,0,US,M
2023,SE,FT,Data Engineer,110000,USD,110000,US,0,US,M
2023,SE,FT,Data Engineer,70000,USD,70000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,238000,USD,238000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,176000,USD,176000,US,0,US,M
2023,SE,FT,Data Engineer,151250,USD,151250,US,100,US,M
2023,SE,FT,Data Engineer,96800,USD,96800,US,100,US,M
2023,MI,FT,Other,109000,USD,109000,US,0,US,M
2023,MI,FT,Other,62000,USD,62000,US,0,US,M
2023,MI,FT,Data Scientist,162000,USD,162000,US,0,US,M
2023,MI,FT,Data Scientist,108000,USD,108000,US,0,US,M
2023,MI,FT,Business Intelligence Analyst,189000,USD,189000,US,100,US,M
2023,MI,FT,Business Intelligence Analyst,118100,USD,118100,US,100,US,M
2023,EN,FT,Machine Learning Engineer,126000,USD,126000,US,100,US,M
2023,EN,FT,Machine Learning Engineer,93000,USD,93000,US,100,US,M
2023,SE,FT,Data Science,160000,USD,160000,US,100,US,M
2023,SE,FT,Data Science,150000,USD,150000,US,100,US,M
2023,EX,FT,Other,237500,USD,237500,US,0,US,M
2023,EX,FT,Other,157500,USD,157500,US,0,US,M
2023,SE,FT,Data Science,145000,USD,145000,US,0,US,M
2023,SE,FT,Data Science,115000,USD,115000,US,0,US,M
2023,SE,FT,Data Scientist,100000,USD,100000,US,0,US,M
2023,SE,FT,Data Analyst,89000,USD,89000,US,0,US,M
2023,SE,FT,Data Analyst,76000,USD,76000,US,0,US,M
2023,SE,FT,Data Architect,263100,USD,263100,US,0,US,M
2023,SE,FT,Data Architect,126300,USD,126300,US,0,US,M
2023,SE,FT,Machine Learning Engineer,319000,USD,319000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,221000,USD,221000,US,0,US,M
2023,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M
2023,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M
2023,MI,FT,Data Engineer,220000,USD,220000,CA,100,CA,M
2023,MI,FT,Data Engineer,190000,USD,190000,CA,100,CA,M
2023,MI,FT,Other,70000,GBP,86128,GB,0,GB,M
2023,MI,FT,Other,45454,GBP,55926,GB,0,GB,M
2023,SE,FT,Data Analyst,116700,USD,116700,US,0,US,M
2023,SE,FT,Data Analyst,93400,USD,93400,US,0,US,M
2023,MI,FT,Other,95000,USD,95000,US,0,US,M
2023,SE,FT,Data Engineer,151000,USD,151000,CA,100,CA,M
2023,SE,FT,Data Engineer,95000,USD,95000,CA,100,CA,M
2023,SE,FT,Other,247000,USD,247000,US,100,US,M
2023,SE,FT,Other,152000,USD,152000,US,100,US,M
2023,SE,FT,Data Scientist,268000,USD,268000,US,0,US,M
2023,SE,FT,Data Scientist,137500,USD,137500,US,0,US,M
2023,SE,FT,Research Engineer,150000,USD,150000,US,0,US,M
2023,SE,FT,Research Engineer,80000,USD,80000,US,0,US,M
2023,SE,FT,Data Engineer,187100,USD,187100,US,0,US,M
2023,SE,FT,Data Engineer,107600,USD,107600,US,0,US,M
2023,SE,FT,Data Scientist,184800,USD,184800,US,0,US,M
2023,SE,FT,Data Scientist,161900,USD,161900,US,0,US,M
2023,SE,FT,Data Scientist,212000,USD,212000,US,0,US,M
2023,SE,FT,Data Scientist,93300,USD,93300,US,0,US,M
2023,SE,FT,Data Architect,184000,USD,184000,US,0,US,M
2023,SE,FT,Data Architect,96000,USD,96000,US,0,US,M
2023,MI,FT,Data Engineer,127900,USD,127900,CA,0,CA,M
2023,MI,FT,Data Engineer,85300,USD,85300,CA,0,CA,M
2023,MI,FT,Analytics Engineer,204000,USD,204000,US,0,US,M
2023,MI,FT,Analytics Engineer,112500,USD,112500,US,0,US,M
2023,SE,FT,Other,220000,USD,220000,US,0,US,M
2023,SE,FT,Other,137500,USD,137500,US,0,US,M
2023,MI,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
2023,MI,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
2023,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
2023,MI,FT,Research Engineer,150000,USD,150000,US,0,US,M
2023,MI,FT,Research Engineer,80000,USD,80000,US,0,US,M
2023,SE,FT,Other,175000,USD,175000,CA,100,CA,M
2023,SE,FT,Other,150000,USD,150000,CA,100,CA,M
2023,SE,FT,Data Analyst,116000,USD,116000,US,0,US,M
2023,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M
2023,EN,FT,Data Analyst,132000,USD,132000,US,0,US,M
2023,EN,FT,Data Analyst,104000,USD,104000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,175000,USD,175000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,141000,USD,141000,US,100,US,M
2023,SE,FT,Other,198000,USD,198000,US,100,US,M
2023,SE,FT,Other,151000,USD,151000,US,100,US,M
2023,EN,FT,Data Analyst,83000,USD,83000,US,0,US,M
2023,EN,FT,Data Scientist,150000,USD,150000,US,0,US,M
2023,MI,FT,Data Scientist,204500,USD,204500,US,0,US,M
2023,MI,FT,Data Scientist,142200,USD,142200,US,0,US,M
2023,SE,FT,Data Engineer,185000,USD,185000,US,0,US,M
2023,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
2023,SE,FT,Data Scientist,250000,USD,250000,US,0,US,M
2023,SE,FT,Data Scientist,125000,USD,125000,US,0,US,M
2023,SE,FT,Data Scientist,81500,USD,81500,US,0,US,M
2023,SE,FT,Data Analyst,120500,USD,120500,US,100,US,M
2023,SE,FT,Data Scientist,60000,EUR,64781,Other,0,Other,M
2023,SE,FT,Data Scientist,38000,EUR,41027,Other,0,Other,M
2023,EX,FT,Data Science,218000,USD,218000,US,0,US,M
2023,EX,FT,Data Science,168000,USD,168000,US,0,US,M
2023,MI,FT,Data Scientist,119200,USD,119200,US,100,US,M
2023,MI,FT,Data Scientist,86600,USD,86600,US,100,US,M
2023,SE,FT,Machine Learning Engineer,184800,USD,184800,US,0,US,M
2023,SE,FT,Machine Learning Engineer,161900,USD,161900,US,0,US,M
2023,MI,FT,Data Engineer,128600,USD,128600,US,0,US,M
2023,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M
2023,EN,FT,Machine Learning Engineer,162240,USD,162240,US,0,US,M
2023,EN,FT,Machine Learning Engineer,47840,USD,47840,US,0,US,M
2023,SE,FT,Data Scientist,205500,USD,205500,US,0,US,M
2023,SE,FT,Data Scientist,128500,USD,128500,US,0,US,M
2023,SE,FT,Data Architect,164000,USD,164000,US,0,US,M
2023,SE,FT,Data Architect,117000,USD,117000,US,0,US,M
2023,SE,FT,AI Engineer,142352,USD,142352,US,0,US,M
2023,SE,FT,AI Engineer,95325,USD,95325,US,0,US,M
2023,MI,FT,Business Intelligence Engineer,38393,GBP,47238,GB,0,GB,M
2023,MI,FT,Business Intelligence Engineer,34160,GBP,42030,GB,0,GB,M
2023,MI,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M
2023,MI,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M
2023,EN,FT,Data Analyst,38393,GBP,47238,Other,0,Other,M
2023,EN,FT,Data Analyst,34160,GBP,42030,Other,0,Other,M
2023,SE,FT,Business Intelligence Analyst,50000,GBP,61520,GB,0,GB,M
2023,SE,FT,Business Intelligence Analyst,33000,GBP,40603,GB,0,GB,M
2023,MI,FT,Data Analyst,134000,USD,134000,US,100,US,M
2023,MI,FT,Data Analyst,90000,USD,90000,US,100,US,M
2023,SE,FT,Data Engineer,204000,USD,204000,US,0,US,M
2023,SE,FT,Data Engineer,163200,USD,163200,US,0,US,M
2023,SE,FT,Data Architect,168000,USD,168000,US,100,US,M
2023,SE,FT,Data Architect,143000,USD,143000,US,100,US,M
2023,SE,FT,Data Scientist,142352,USD,142352,US,0,US,M
2023,SE,FT,Data Scientist,95325,USD,95325,US,0,US,M
2023,SE,FT,Data Analyst,105000,USD,105000,US,100,US,M
2023,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M
2023,SE,FT,Other,150000,USD,150000,US,0,US,M
2023,SE,FT,Other,125000,USD,125000,US,0,US,M
2023,EN,FT,Research Analyst,131000,USD,131000,US,0,US,L
2023,EN,FT,Research Analyst,54400,USD,54400,US,0,US,L
2023,EN,FT,Other,120000,USD,120000,US,0,US,M
2023,EN,FT,Other,50000,USD,50000,US,0,US,M
2023,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M
2023,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
2023,SE,FT,Data Scientist,359170,USD,359170,US,0,US,M
2023,SE,FT,Data Scientist,295490,USD,295490,US,0,US,M
2023,EN,FT,Data Analyst,102000,USD,102000,US,100,US,M
2023,EN,FT,Data Analyst,92000,USD,92000,US,100,US,M
2023,EN,FT,Business Intelligence Analyst,132567,USD,132567,US,0,US,M
2023,EN,FT,Business Intelligence Analyst,96412,USD,96412,US,0,US,M
2023,SE,FT,Data Engineer,230000,USD,230000,US,0,US,M
2023,MI,FT,Data Engineer,110000,USD,110000,US,100,US,M
2023,MI,FT,Data Engineer,90000,USD,90000,US,100,US,M
2023,SE,FT,Data Scientist,172800,USD,172800,US,100,US,M
2023,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M
2023,SE,FT,Research Scientist,135842,USD,135842,US,0,US,M
2023,SE,FT,Research Scientist,98794,USD,98794,US,0,US,M
2023,SE,FT,Machine Learning Engineer,331640,USD,331640,US,0,US,M
2023,SE,FT,Machine Learning Engineer,267720,USD,267720,US,0,US,M
2023,SE,FT,Research Engineer,266450,USD,266450,US,0,US,M
2023,SE,FT,Research Engineer,177700,USD,177700,US,0,US,M
2023,EN,FT,Research Engineer,350000,USD,350000,US,0,US,M
2023,EN,FT,Research Engineer,250000,USD,250000,US,0,US,M
2023,MI,FT,ML Engineer,155000,USD,155000,US,0,US,M
2023,MI,FT,ML Engineer,125000,USD,125000,US,0,US,M
2023,SE,FT,Research Scientist,278700,USD,278700,US,0,US,M
2023,SE,FT,Research Scientist,159300,USD,159300,US,0,US,M
2023,MI,FT,AI Engineer,171000,USD,171000,US,0,US,M
2023,MI,FT,AI Engineer,151000,USD,151000,US,0,US,M
2023,MI,FT,Other,100000,USD,100000,US,100,US,M
2023,MI,FT,Other,80000,USD,80000,US,100,US,M
2023,SE,FT,Data Engineer,174990,USD,174990,US,100,US,M
2023,SE,FT,Data Engineer,132624,USD,132624,US,100,US,M
2023,MI,FT,Other,166000,USD,166000,US,0,US,M
2023,MI,FT,Other,73100,USD,73100,US,0,US,M
2023,SE,FT,Machine Learning Engineer,212000,USD,212000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,93300,USD,93300,US,0,US,M
2023,SE,FT,Data Architect,210100,USD,210100,US,0,US,M
2023,SE,FT,Data Architect,95500,USD,95500,US,0,US,M
2023,SE,FT,Data Engineer,184600,USD,184600,US,0,US,M
2023,SE,FT,Data Engineer,99400,USD,99400,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,205000,USD,205000,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,155400,USD,155400,US,0,US,M
2023,MI,FT,Data Scientist,169000,USD,169000,US,0,US,M
2023,MI,FT,Data Scientist,105500,USD,105500,US,0,US,M
2023,MI,FT,Data Scientist,113563,USD,113563,Other,0,Other,M
2023,MI,FT,Data Scientist,102927,USD,102927,Other,0,Other,M
2023,MI,FT,Data Analyst,90500,USD,90500,US,0,US,M
2023,MI,FT,Data Analyst,42400,USD,42400,US,0,US,M
2023,SE,FT,Data Scientist,234000,USD,234000,US,100,US,M
2023,SE,FT,Data Scientist,146000,USD,146000,US,100,US,M
2023,MI,FT,Research Engineer,128167,USD,128167,US,0,US,M
2023,MI,FT,Research Engineer,85445,USD,85445,US,0,US,M
2023,SE,FT,Data Scientist,93400,USD,93400,US,0,US,M
2023,MI,FT,Other,172300,USD,172300,US,0,US,M
2023,MI,FT,Other,86100,USD,86100,US,0,US,M
2023,MI,FT,Data Engineer,138000,USD,138000,US,100,US,M
2023,MI,FT,Data Engineer,86000,USD,86000,US,100,US,M
2023,EN,FT,Research Analyst,179000,USD,179000,US,0,US,M
2023,EN,FT,Research Analyst,112000,USD,112000,US,0,US,M
2023,SE,FT,Analytics Engineer,700000,USD,700000,US,100,US,M
2023,SE,FT,Analytics Engineer,150000,USD,150000,US,100,US,M
2023,SE,FT,Data Scientist,179000,USD,179000,US,100,US,M
2023,SE,FT,Data Scientist,112000,USD,112000,US,100,US,M
2023,SE,FT,Data Analyst,122000,USD,122000,US,0,US,M
2023,SE,FT,Data Analyst,94000,USD,94000,US,0,US,M
2023,SE,FT,Other,122000,USD,122000,US,0,US,M
2023,SE,FT,Other,94000,USD,94000,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,225000,USD,225000,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,180000,USD,180000,US,0,US,M
2023,SE,FT,Data Engineer,165000,USD,165000,US,100,US,M
2023,SE,FT,Data Engineer,122445,USD,122445,US,100,US,M
2023,SE,FT,Data Architect,208000,Other,154101,CA,100,CA,M
2023,SE,FT,Data Architect,136000,Other,100758,CA,100,CA,M
2023,MI,FT,Machine Learning Engineer,84000,USD,84000,Other,100,Other,M
2023,MI,FT,Machine Learning Engineer,48000,USD,48000,Other,100,Other,M
2023,SE,FT,ML Engineer,275000,USD,275000,US,0,US,M
2023,SE,FT,ML Engineer,187000,USD,187000,US,0,US,M
2023,MI,FT,Research Scientist,212800,USD,212800,US,0,US,L
2023,MI,FT,Research Scientist,124100,USD,124100,US,0,US,L
2023,EN,FT,Data Scientist,130000,USD,130000,US,0,US,M
2023,EN,FT,Data Scientist,80000,USD,80000,US,0,US,M
2023,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M
2023,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,240810,USD,240810,US,0,US,M
2023,SE,FT,Machine Learning Engineer,126800,USD,126800,US,0,US,M
2023,SE,FT,Other,145000,USD,145000,US,100,US,M
2023,SE,FT,Other,135000,USD,135000,US,100,US,M
2023,SE,FT,Data Architect,222000,USD,222000,US,100,US,M
2023,SE,FT,Data Architect,132000,USD,132000,US,100,US,M
2023,SE,FT,Applied Scientist,250000,USD,250000,US,100,US,M
2023,SE,FT,Applied Scientist,170000,USD,170000,US,100,US,M
2023,SE,FT,Other,250000,USD,250000,US,0,US,M
2023,SE,FT,Data Architect,222000,USD,222000,US,0,US,M
2023,SE,FT,Data Architect,132000,USD,132000,US,0,US,M
2023,EN,FT,Business Intelligence Analyst,40000,GBP,49216,GB,0,GB,M
2023,EN,FT,Business Intelligence Analyst,35000,GBP,43064,GB,0,GB,M
2023,SE,FT,Other,94000,USD,94000,US,50,US,L
2023,SE,FT,Data Science,110000,USD,110000,US,0,US,M
2023,SE,FT,Data Science,70000,USD,70000,US,0,US,M
2023,SE,FT,Data Science,245000,USD,245000,US,0,US,M
2023,SE,FT,Data Science,185000,USD,185000,US,0,US,M
2023,SE,FT,Data Science,207900,USD,207900,US,0,US,M
2023,SE,FT,Data Science,158400,USD,158400,US,0,US,M
2023,SE,FT,Data Science,138000,USD,138000,US,0,US,M
2023,SE,FT,Data Science,86000,USD,86000,US,0,US,M
2023,SE,FT,Data Science,135800,USD,135800,US,100,US,M
2023,SE,FT,Data Science,95100,USD,95100,US,100,US,M
2023,SE,FT,Data Engineer,190000,USD,190000,US,100,US,M
2023,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M
2023,SE,FT,Applied Scientist,260000,USD,260000,US,0,US,L
2023,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Data Architect,180000,USD,180000,US,0,US,M
2023,SE,FT,Data Architect,166375,USD,166375,US,0,US,M
2023,SE,FT,Applied Scientist,212800,USD,212800,US,0,US,L
2023,SE,FT,Applied Scientist,115100,USD,115100,US,0,US,L
2023,MI,FT,Other,60000,USD,60000,US,0,US,M
2023,MI,FT,Other,48000,USD,48000,US,0,US,M
2023,MI,FT,Data Scientist,60000,USD,60000,US,0,US,M
2023,MI,FT,Data Scientist,55000,USD,55000,US,0,US,M
2023,SE,FT,Research Scientist,205500,USD,205500,US,0,US,M
2023,SE,FT,Research Scientist,132500,USD,132500,US,0,US,M
2023,MI,FT,Data Science,223600,USD,223600,US,0,US,L
2023,MI,FT,Data Science,115000,USD,115000,US,0,US,L
2023,MI,FT,Research Scientist,165000,USD,165000,US,0,US,M
2023,MI,FT,Research Scientist,150000,USD,150000,US,0,US,M
2023,EN,FT,Research Analyst,62000,USD,62000,US,100,US,M
2023,EN,FT,Research Analyst,49000,USD,49000,US,100,US,M
2023,SE,FT,Other,160000,USD,160000,US,0,US,M
2023,EN,FT,Data Analyst,106100,USD,106100,US,100,US,M
2023,EN,FT,Data Analyst,74300,USD,74300,US,100,US,M
2023,EN,FT,Data Analyst,44000,GBP,54137,GB,0,GB,M
2023,EN,FT,Data Analyst,35700,GBP,43925,GB,0,GB,M
2023,SE,FT,Data Scientist,245000,USD,245000,US,0,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,US,0,US,M
2023,MI,FT,Data Manager,132300,USD,132300,US,0,US,M
2023,MI,FT,Data Manager,93000,USD,93000,US,0,US,M
2023,SE,FT,Data Architect,234000,USD,234000,US,100,US,M
2023,SE,FT,Data Architect,146000,USD,146000,US,100,US,M
2023,SE,FT,Data Manager,96600,USD,96600,US,0,US,M
2023,SE,FT,Data Manager,55200,USD,55200,US,0,US,M
2023,EN,FT,Data Analyst,83300,USD,83300,US,0,US,M
2023,EN,FT,Other,99300,USD,99300,US,0,US,M
2023,EN,FT,Other,82800,USD,82800,US,0,US,M
2023,SE,FT,Data Architect,145000,USD,145000,US,0,US,M
2023,SE,FT,Data Architect,110841,USD,110841,US,0,US,M
2023,MI,FT,Data Analyst,101000,USD,101000,US,0,US,M
2023,MI,FT,Data Analyst,50000,USD,50000,US,0,US,M
2023,SE,FT,Data Engineer,182500,USD,182500,US,100,US,M
2023,SE,FT,Data Engineer,121700,USD,121700,US,100,US,M
2023,SE,FT,Data Analyst,134500,USD,134500,US,100,US,M
2023,SE,FT,Data Analyst,91460,USD,91460,US,100,US,M
2023,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
2023,EN,FT,Data Analyst,33995,GBP,41827,GB,0,GB,M
2023,EN,FT,Data Analyst,30839,GBP,37944,GB,0,GB,M
2023,EN,FT,Research Analyst,75753,USD,75753,US,0,US,M
2023,EN,FT,Research Analyst,47423,USD,47423,US,0,US,M
2023,SE,FT,Analytics Engineer,130000,USD,130000,CA,0,CA,M
2023,SE,FT,Analytics Engineer,110000,USD,110000,CA,0,CA,M
2023,SE,FT,Data Engineer,124935,USD,124935,US,0,US,M
2023,SE,FT,Data Engineer,76050,USD,76050,US,0,US,M
2023,SE,FT,Data Engineer,286000,USD,286000,US,0,US,M
2023,SE,FT,Data Engineer,143000,USD,143000,US,0,US,M
2023,MI,FT,Data Engineer,106400,USD,106400,US,100,US,M
2023,MI,FT,Data Engineer,70000,USD,70000,US,100,US,M
2023,SE,FT,Data Engineer,243600,USD,243600,US,0,US,M
2023,SE,FT,Data Engineer,148200,USD,148200,US,0,US,M
2023,EN,FT,Data Analyst,131600,USD,131600,US,100,US,M
2023,EN,FT,Data Analyst,82400,USD,82400,US,100,US,M
2023,SE,FT,Machine Learning Engineer,245700,USD,245700,US,0,US,M
2023,SE,FT,Machine Learning Engineer,132300,USD,132300,US,0,US,M
2023,EN,FT,Data Analyst,155750,USD,155750,US,100,US,M
2023,EN,FT,Data Analyst,79350,USD,79350,US,100,US,M
2023,SE,FT,Data Engineer,234000,USD,234000,US,0,US,M
2023,SE,FT,Data Engineer,117000,USD,117000,US,0,US,M
2023,SE,FT,AI Engineer,242000,USD,242000,US,0,US,M
2023,SE,FT,AI Engineer,106200,USD,106200,US,0,US,M
2023,SE,FT,Data Analyst,123900,USD,123900,US,100,US,M
2023,SE,FT,Data Analyst,75000,USD,75000,US,100,US,M
2023,MI,FT,Data Engineer,136500,USD,136500,US,0,US,M
2023,MI,FT,Data Engineer,123500,USD,123500,US,0,US,M
2023,SE,FT,Data Engineer,227500,USD,227500,US,100,US,M
2023,SE,FT,Data Engineer,145600,USD,145600,US,100,US,M
2023,SE,FT,Machine Learning Engineer,186754,USD,186754,US,0,US,M
2023,SE,FT,Machine Learning Engineer,101000,USD,101000,US,0,US,M
2023,EN,FT,Data Scientist,149800,USD,149800,US,0,US,M
2023,EN,FT,Data Scientist,70800,USD,70800,US,0,US,M
2023,MI,FT,Data Engineer,132000,USD,132000,US,100,US,M
